,Date,USSWAP1,USSWAP2,USSWAP3,USSWAP4,USSWAP5,USSWAP6,USSWAP7,USSWAP8,USSWAP9,USSWAP10,USSWAP15,USSWAP20,USSWAP25,USSWAP30
2195,2021-10-01,0.1703,0.3713,0.6289,0.8476,1.0187,1.1561,1.2662,1.3515,1.4204,1.4798,1.6662,1.747,1.7678,1.7687
2196,2021-10-04,0.1682,0.3733,0.6336,0.8522,1.0245,1.1622,1.2736,1.3605,1.43,1.49,1.6775,1.7586,1.7798,1.781
2197,2021-10-05,0.1702,0.3864,0.6544,0.8766,1.051,1.1961,1.311,1.4007,1.473,1.5349,1.7266,1.8096,1.8318,1.8335
2198,2021-10-06,0.1699,0.3949,0.6649,0.8885,1.0619,1.2032,1.3155,1.4027,1.473,1.533,1.7195,1.8005,1.8214,1.8227
2199,2021-10-07,0.174,0.4125,0.6978,0.9276,1.1063,1.2511,1.3687,1.4587,1.5321,1.5936,1.7793,1.8592,1.8792,1.8791
2200,2021-10-08,0.1831,0.4314,0.7277,0.9647,1.1472,1.2932,1.4097,1.5003,1.5736,1.6356,1.8215,1.9004,1.9195,1.919
2201,2021-10-12,0.197,0.4671,0.7642,0.9874,1.1535,1.288,1.3934,1.476,1.542,1.5985,1.7729,1.8473,1.8647,1.8623
2202,2021-10-13,0.2046,0.4915,0.7861,0.9953,1.1451,1.2665,1.363,1.4381,1.4985,1.5504,1.7147,1.7852,1.8012,1.7983
2203,2021-10-14,0.2115,0.4965,0.7831,0.9847,1.1273,1.2447,1.3385,1.4127,1.4726,1.5245,1.6892,1.7609,1.7775,1.775
2204,2021-10-15,0.2276,0.5409,0.8438,1.0511,1.1964,1.3108,1.4003,1.4701,1.5268,1.5756,1.7313,1.7988,1.8127,1.8085
2205,2021-10-18,0.2435,0.5821,0.8929,1.0982,1.239,1.35,1.4372,1.505,1.5585,1.6047,1.7455,1.8052,1.8138,1.8053
2206,2021-10-19,0.2373,0.5655,0.8717,1.0825,1.2341,1.3568,1.4565,1.5327,1.5924,1.6449,1.7959,1.8577,1.8674,1.86
2207,2021-10-20,0.2375,0.5597,0.8642,1.0796,1.2388,1.3663,1.4693,1.5484,1.6119,1.6663,1.831,1.8991,1.9125,1.9089
2208,2021-10-21,0.2643,0.626,0.9473,1.1623,1.3138,1.4347,1.5307,1.6047,1.6632,1.7138,1.8641,1.9256,1.935,1.9267
2209,2021-10-22,0.2696,0.6248,0.9324,1.1343,1.2766,1.3891,1.4792,1.5481,1.6035,1.6509,1.799,1.8584,1.867,1.8589
2210,2021-10-25,0.2661,0.6131,0.9145,1.1181,1.2633,1.3798,1.477,1.5507,1.6097,1.6605,1.8159,1.88,1.8905,1.8839
2211,2021-10-26,0.267,0.6227,0.9225,1.1235,1.2648,1.3776,1.4685,1.5382,1.594,1.6423,1.7925,1.8547,1.8644,1.8562
2212,2021-10-27,0.2937,0.6615,0.9403,1.1135,1.2343,1.3338,1.4146,1.476,1.5252,1.5684,1.7055,1.7624,1.7695,1.7599
2213,2021-10-28,0.2964,0.6583,0.9354,1.1058,1.225,1.3277,1.4122,1.4772,1.5292,1.5738,1.7099,1.7648,1.7698,1.7591
2214,2021-10-29,0.3141,0.693,0.9676,1.1249,1.2339,1.3305,1.4103,1.4709,1.52,1.562,1.686,1.7354,1.7364,1.7225
2215,2021-11-01,0.3244,0.703,0.9799,1.1391,1.2474,1.344,1.423,1.483,1.5311,1.5726,1.7013,1.7532,1.756,1.7429
2216,2021-11-02,0.2907,0.6467,0.9276,1.1081,1.2361,1.341,1.4254,1.4879,1.5379,1.5811,1.7118,1.7646,1.7668,1.7537
2217,2021-11-03,0.305,0.6801,0.9693,1.1529,1.2831,1.3903,1.478,1.5435,1.5947,1.6395,1.7753,1.8305,1.8338,1.8214
2218,2021-11-04,0.2865,0.6353,0.9081,1.0857,1.2121,1.3163,1.4022,1.4666,1.5179,1.5624,1.701,1.7582,1.7629,1.7515
2219,2021-11-05,0.2756,0.6007,0.8613,1.0292,1.1487,1.2459,1.3261,1.3872,1.4354,1.4772,1.6161,1.6761,1.6827,1.6726
2220,2021-11-08,0.288,0.6429,0.9156,1.0879,1.2081,1.3017,1.3758,1.4335,1.4783,1.5173,1.6386,1.6901,1.6917,1.6757
2221,2021-11-09,0.2801,0.6315,0.9019,1.0622,1.172,1.2625,1.3357,1.3913,1.4345,1.4727,1.5862,1.6339,1.6331,1.6173
2222,2021-11-10,0.3255,0.735,1.024,1.1909,1.301,1.3883,1.4567,1.509,1.5491,1.5845,1.6929,1.738,1.7354,1.7186
2223,2021-11-11,0.326,0.7602,1.0237,1.1984,1.3071,1.3917,1.4553,1.5102,1.5443,1.5822,1.6932,1.7382,1.7342,1.717
2224,2021-11-12,0.3403,0.757,1.0481,1.2127,1.3217,1.412,1.4833,1.5381,1.5802,1.6175,1.7284,1.7737,1.7714,1.7545
2225,2021-11-15,0.3399,0.767,1.069,1.2375,1.3509,1.4461,1.5235,1.581,1.6254,1.6638,1.7785,1.8248,1.8221,1.8053
2226,2021-11-16,0.336,0.7645,1.0718,1.2501,1.3693,1.4664,1.5438,1.6003,1.6443,1.6822,1.7988,1.8451,1.8426,1.8252
2227,2021-11-17,0.328,0.7385,1.0396,1.2166,1.3359,1.431,1.5038,1.5584,1.6004,1.638,1.756,1.804,1.801,1.783
2228,2021-11-18,0.3325,0.7423,1.0355,1.206,1.3201,1.4145,1.4885,1.5446,1.5884,1.627,1.7473,1.7958,1.7922,1.7736
2229,2021-11-19,0.3618,0.7814,1.074,1.2299,1.331,1.413,1.4766,1.5242,1.5613,1.594,1.7052,1.7509,1.7442,1.7235
2230,2021-11-22,0.4029,0.8569,1.1655,1.3277,1.4279,1.5087,1.5725,1.6185,1.6535,1.6845,1.7875,1.828,1.8169,1.7925
2231,2021-11-23,0.399,0.842,1.1577,1.3299,1.4409,1.531,1.6021,1.6521,1.6899,1.7237,1.8382,1.884,1.8757,1.8541
2232,2021-11-24,0.4259,0.8793,1.1911,1.351,1.4495,1.5274,1.5875,1.6293,1.6603,1.6883,1.7889,1.8282,1.8163,1.7918
2233,2021-11-26,0.3546,0.7417,1.0311,1.183,1.27,1.36,1.419,1.4655,1.4997,1.5301,1.6398,1.685,1.6777,1.6547
2234,2021-11-29,0.3335,0.7248,1.0124,1.1704,1.2727,1.3596,1.43,1.4808,1.5204,1.5559,1.6698,1.7165,1.7084,1.6866
2235,2021-11-30,0.387,0.8043,1.0699,1.2038,1.2853,1.358,1.4161,1.4589,1.4916,1.522,1.6265,1.6692,1.6587,1.6352
2236,2021-12-01,0.382,0.7917,1.0525,1.1798,1.2548,1.3212,1.375,1.4167,1.449,1.478,1.5793,1.6199,1.6079,1.584
2237,2021-12-02,0.404,0.8422,1.1128,1.2406,1.314,1.3743,1.4234,1.4612,1.4899,1.5168,1.6122,1.65,1.6371,1.6112
2238,2021-12-03,0.3925,0.8151,1.0759,1.1849,1.2454,1.3008,1.3466,1.3825,1.4109,1.437,1.5387,1.5802,1.5685,1.5437
2239,2021-12-06,0.4224,0.8596,1.1292,1.2525,1.3245,1.3841,1.4334,1.4713,1.5005,1.5282,1.6338,1.6744,1.6623,1.6375
2240,2021-12-07,0.4525,0.9081,1.1779,1.3028,1.3749,1.4325,1.4795,1.5154,1.5428,1.5694,1.6681,1.706,1.6924,1.666
2241,2021-12-08,0.4383,0.8854,1.1709,1.3068,1.3856,1.4485,1.4981,1.5374,1.5682,1.5969,1.7097,1.755,1.7456,1.723
2242,2021-12-09,0.4532,0.9015,1.1784,1.3066,1.3799,1.4376,1.4852,1.5222,1.5518,1.5806,1.6911,1.738,1.7292,1.7083
2243,2021-12-10,0.4359,0.8685,1.1499,1.2824,1.3597,1.4197,1.4712,1.5114,1.5437,1.5742,1.6908,1.7416,1.7352,1.7162
2244,2021-12-13,0.4245,0.837,1.1026,1.2306,1.3046,1.3612,1.4066,1.4444,1.474,1.5032,1.6177,1.6683,1.6614,1.6422
2245,2021-12-14,0.4419,0.8636,1.1265,1.2575,1.3343,1.3882,1.4324,1.4685,1.4977,1.5267,1.6434,1.6962,1.6906,1.6722
2246,2021-12-15,0.4742,0.891,1.1422,1.2658,1.3375,1.3913,1.436,1.4729,1.503,1.533,1.6537,1.7103,1.706,1.689
2247,2021-12-16,0.4763,0.8556,1.0788,1.1897,1.2564,1.313,1.3631,1.4046,1.4398,1.474,1.6097,1.6737,1.6743,1.662
2248,2021-12-17,0.4999,0.8756,1.1014,1.2074,1.268,1.3188,1.3664,1.4038,1.4353,1.4665,1.5853,1.6435,1.6375,1.6198
2249,2021-12-20,0.496,0.8693,1.0984,1.2106,1.2774,1.335,1.3854,1.4269,1.4613,1.4949,1.6249,1.686,1.684,1.6681
2250,2021-12-21,0.5167,0.9129,1.144,1.261,1.332,1.3877,1.4361,1.4758,1.509,1.5417,1.6621,1.7197,1.7135,1.6953
2251,2021-12-22,0.5209,0.913,1.1462,1.265,1.336,1.3914,1.4361,1.4746,1.5055,1.5376,1.6605,1.7191,1.7152,1.6977
2252,2021-12-23,0.5306,0.9256,1.1702,1.2849,1.356,1.4105,1.4602,1.5019,1.5353,1.5686,1.6983,1.7589,1.7565,1.7407
2253,2021-12-24,0.529,0.928,1.1702,1.2808,1.3544,1.403,1.46,1.501,1.5345,1.571,1.699,1.76,1.7588,1.7452
2254,2021-12-27,0.5374,0.9403,1.1748,1.2862,1.3525,1.405,1.448,1.4863,1.5178,1.5505,1.6772,1.7384,1.736,1.7205
2255,2021-12-28,0.5437,0.9387,1.1685,1.2801,1.3498,1.402,1.449,1.4889,1.5215,1.5545,1.6846,1.748,1.7457,1.732
2256,2021-12-29,0.5433,0.9468,1.1864,1.3108,1.392,1.454,1.5061,1.5506,1.5866,1.623,1.7506,1.8104,1.8073,1.7904
2257,2021-12-30,0.529,0.9291,1.164,1.2829,1.3603,1.4193,1.4679,1.5094,1.5445,1.5782,1.7026,1.7616,1.7568,1.7399
2258,2021-12-31,0.535,0.9413,1.1683,1.2951,1.3695,1.42,1.4757,1.517,1.5478,1.581,1.7005,1.756,1.7491,1.7311
2259,2022-01-03,0.5434,0.9645,1.2189,1.3557,1.4483,1.5138,1.5691,1.6142,1.6504,1.6843,1.8019,1.8558,1.8476,1.827
2260,2022-01-04,0.5324,0.9491,1.2067,1.3487,1.4448,1.5166,1.5767,1.6239,1.662,1.6982,1.8256,1.8838,1.8781,1.8595
2261,2022-01-05,0.5839,1.0224,1.2833,1.4265,1.5226,1.5939,1.6515,1.6948,1.7291,1.7629,1.8813,1.9323,1.9242,1.902
2262,2022-01-06,0.606,1.055,1.3227,1.4683,1.5625,1.6305,1.6848,1.7248,1.7555,1.7858,1.8958,1.9422,1.9315,1.9058
2263,2022-01-07,0.613,1.0723,1.356,1.5024,1.5964,1.6694,1.7266,1.768,1.7989,1.83,1.9362,1.9781,1.9653,1.938
2264,2022-01-10,0.6337,1.1022,1.3847,1.5319,1.6238,1.6925,1.7444,1.7813,1.8094,1.8375,1.9348,1.9715,1.9563,1.9277
2265,2022-01-11,0.6275,1.0884,1.3624,1.5044,1.5942,1.66,1.7112,1.7487,1.7771,1.8055,1.9049,1.9439,1.9288,1.9007
2266,2022-01-12,0.6515,1.1123,1.3794,1.5169,1.6008,1.6624,1.7125,1.7478,1.7753,1.8034,1.9081,1.9516,1.9403,1.9157
2267,2022-01-13,0.6468,1.0968,1.3559,1.4809,1.5597,1.6198,1.6688,1.7048,1.734,1.7628,1.866,1.9093,1.8973,1.8728
2268,2022-01-14,0.679,1.16,1.4306,1.5652,1.6472,1.708,1.758,1.7934,1.8209,1.8489,1.9474,1.9853,1.9713,1.9449
2269,2022-01-18,0.7483,1.2436,1.5203,1.6611,1.7495,1.8102,1.8564,1.8883,1.9131,1.9384,2.025,2.0574,2.0388,2.0083
2270,2022-01-19,0.7459,1.2373,1.5104,1.6486,1.7325,1.7924,1.836,1.8668,1.89,1.9136,1.9992,2.031,2.0127,1.9828
2271,2022-01-20,0.7272,1.2064,1.4646,1.5936,1.6731,1.733,1.7786,1.811,1.8368,1.8618,1.9521,1.9843,1.9669,1.9384
2272,2022-01-21,0.719,1.1852,1.4401,1.5676,1.645,1.699,1.7412,1.7717,1.7955,1.8196,1.9089,1.9408,1.9226,1.8935
2273,2022-01-24,0.7102,1.1517,1.4047,1.5393,1.6255,1.688,1.737,1.773,1.8021,1.8298,1.933,1.9701,1.956,1.9302
2274,2022-01-25,0.7246,1.1594,1.4059,1.5437,1.6321,1.6947,1.7422,1.7777,1.8066,1.8344,1.9367,1.9739,1.9597,1.9342
2275,2022-01-26,0.8133,1.2918,1.5438,1.6732,1.7538,1.8094,1.8496,1.8805,1.9044,1.9269,2.0112,2.038,2.018,1.9864
2276,2022-01-27,0.8539,1.3305,1.557,1.6613,1.7227,1.768,1.8007,1.8249,1.8442,1.8633,1.9488,1.9764,1.9578,1.9284
2277,2022-01-28,0.8558,1.3146,1.5276,1.6263,1.686,1.7342,1.7704,1.7986,1.8212,1.8423,1.9292,1.9579,1.9389,1.9096
2278,2022-01-31,0.885,1.3303,1.5306,1.6232,1.6814,1.728,1.7667,1.7967,1.8206,1.8438,1.9399,1.9733,1.9571,1.9306
2279,2022-02-01,0.862,1.3134,1.5214,1.6223,1.6868,1.736,1.775,1.8045,1.8281,1.8518,1.9448,1.9769,1.9588,1.931
2280,2022-02-02,0.8572,1.3119,1.518,1.6164,1.6783,1.7262,1.7643,1.7932,1.8175,1.8408,1.9398,1.9756,1.9596,1.9335
2281,2022-02-03,0.8936,1.3656,1.577,1.6802,1.7452,1.791,1.8248,1.8513,1.8726,1.8942,1.9851,2.018,1.9991,1.9722
2282,2022-02-04,0.9983,1.4809,1.69,1.7868,1.8438,1.8861,1.917,1.9406,1.9592,1.9784,2.0548,2.0799,2.0581,2.0262
2283,2022-02-07,0.9859,1.4707,1.6839,1.7837,1.8463,1.8882,1.9213,1.946,1.9658,1.985,2.0608,2.0838,2.0604,2.0276
2284,2022-02-08,1.0201,1.5257,1.7391,1.8382,1.8971,1.9377,1.97,1.9937,2.0124,2.0308,2.1026,2.1235,2.0981,2.0641
2285,2022-02-09,1.044,1.5436,1.7563,1.8477,1.8978,1.9316,1.9595,1.9808,1.9976,2.0142,2.0881,2.11,2.0851,2.0521
2286,2022-02-10,1.2506,1.7733,1.9457,2.0042,2.0317,2.0525,2.0728,2.0867,2.0998,2.1109,2.1676,2.1814,2.1517,2.115
2287,2022-02-11,1.2564,1.729,1.8798,1.9245,1.9475,1.9632,1.9806,1.995,2.0064,2.0185,2.0741,2.0924,2.0625,2.0265
2288,2022-02-14,1.2623,1.7695,1.9295,1.9793,2.0041,2.0195,2.035,2.048,2.0595,2.0717,2.129,2.1441,2.1161,2.0812
2289,2022-02-15,1.256,1.7768,1.9397,1.9951,2.029,2.0517,2.0742,2.0924,2.1081,2.1249,2.1925,2.2111,2.1845,2.1516
2290,2022-02-16,1.2224,1.7248,1.8972,1.9622,2.0071,2.0351,2.0607,2.0817,2.1002,2.1187,2.1904,2.2113,2.1862,2.1525
2291,2022-02-17,1.1971,1.6791,1.8354,1.891,1.9261,1.953,1.978,2.0003,2.0189,2.0395,2.1228,2.1495,2.1289,2.0984
2292,2022-02-18,1.1767,1.6599,1.8155,1.8675,1.9018,1.9253,1.9497,1.97,1.987,2.0068,2.0845,2.107,2.0843,2.0524
2293,2022-02-22,1.2513,1.7501,1.8883,1.9287,1.9504,1.9667,1.9822,1.9979,2.0099,2.0255,2.0914,2.1105,2.0852,2.05
2294,2022-02-23,1.2725,1.7745,1.9203,1.9634,1.989,2.009,2.0284,2.0462,2.0605,2.0765,2.1451,2.1642,2.1381,2.1027
2295,2022-02-24,1.237,1.7538,1.9007,1.9374,1.9557,1.9775,1.9992,2.0198,2.036,2.0535,2.1216,2.1395,2.1129,2.0766
2296,2022-02-25,1.2419,1.7618,1.9055,1.9427,1.9614,1.9815,1.9986,2.0164,2.0308,2.048,2.1143,2.133,2.107,2.0697
2297,2022-02-28,1.1335,1.6034,1.7424,1.7863,1.814,1.8388,1.8592,1.88,1.8965,1.9162,1.9892,2.011,1.9864,1.9513
2298,2022-03-01,1.0655,1.4764,1.5935,1.6358,1.6672,1.6995,1.7278,1.7553,1.7783,1.8031,1.8902,1.9194,1.8985,1.8659
2299,2022-03-02,1.2009,1.6537,1.7738,1.8103,1.8312,1.86,1.8907,1.9185,1.9416,1.9646,2.0532,2.0787,2.0551,2.022
2300,2022-03-03,1.287,1.7208,1.8109,1.8242,1.8309,1.8476,1.8691,1.8915,1.9112,1.9334,2.017,2.0428,2.0195,1.9849
2301,2022-03-04,1.279,1.6716,1.7323,1.7339,1.7323,1.7433,1.7579,1.7785,1.798,1.8175,1.9051,1.9347,1.912,1.8785
2302,2022-03-07,1.3234,1.722,1.7879,1.7871,1.784,1.7925,1.8055,1.8217,1.8395,1.8562,1.9368,1.9558,1.9254,1.8848
2303,2022-03-08,1.3882,1.7968,1.8656,1.8629,1.8556,1.8671,1.8813,1.8984,1.9125,1.929,2.0034,2.0163,1.9783,1.9268
2304,2022-03-09,1.4314,1.8726,1.958,1.9623,1.9582,1.9715,1.9886,2.009,2.0248,2.0423,2.1304,2.1478,2.1104,2.058
2305,2022-03-10,1.4704,1.9067,1.9961,2.0055,2.0054,2.0179,2.0285,2.0437,2.0584,2.0752,2.1575,2.1753,2.1358,2.0833
2306,2022-03-11,1.5138,1.9588,2.043,2.0423,2.033,2.0376,2.0436,2.0554,2.0668,2.0802,2.1583,2.1764,2.1359,2.0829
2307,2022-03-14,1.5932,2.0824,2.1832,2.1885,2.1812,2.1835,2.1911,2.2014,2.2112,2.224,2.2975,2.3149,2.2734,2.2194
2308,2022-03-15,1.5986,2.0815,2.1868,2.1972,2.1954,2.2002,2.2083,2.2187,2.2284,2.2418,2.3156,2.3368,2.296,2.2431
2309,2022-03-16,1.6483,2.1805,2.2965,2.2939,2.2829,2.2857,2.2838,2.287,2.2919,2.3022,2.3556,2.3656,2.3186,2.2585
2310,2022-03-17,1.6375,2.1631,2.2595,2.2504,2.2369,2.24,2.2452,2.2542,2.2628,2.2766,2.3485,2.3668,2.327,2.2748
2311,2022-03-18,1.6768,2.2008,2.2889,2.2661,2.2402,2.2368,2.2375,2.2437,2.2505,2.2629,2.3291,2.3444,2.3045,2.253
2312,2022-03-21,1.8064,2.3645,2.4602,2.4389,2.4085,2.3961,2.3895,2.3881,2.3888,2.3968,2.446,2.4545,2.4109,2.3555
2313,2022-03-22,1.8493,2.4105,2.5135,2.5005,2.4755,2.4665,2.4631,2.4633,2.465,2.4721,2.5212,2.5285,2.485,2.4302
2314,2022-03-23,1.8198,2.3485,2.4369,2.4169,2.3874,2.374,2.3674,2.3648,2.3646,2.371,2.4106,2.4146,2.3688,2.3127
2315,2022-03-24,1.884,2.4226,2.5154,2.5035,2.4764,2.4643,2.4574,2.4545,2.453,2.4566,2.4869,2.4855,2.4355,2.3763
2316,2022-03-25,1.962,2.5348,2.6497,2.6436,2.6195,2.6005,2.5835,2.5705,2.5609,2.5571,2.5611,2.5464,2.4869,2.423
2317,2022-03-28,1.9993,2.5964,2.7152,2.6869,2.639,2.61,2.588,2.5696,2.5559,2.5473,2.53,2.505,2.4378,2.3681
2318,2022-03-29,1.9829,2.5923,2.7019,2.6476,2.5752,2.539,2.5155,2.4981,2.4855,2.4794,2.4762,2.4572,2.3955,2.3306
2319,2022-03-30,1.926,2.5258,2.628,2.5769,2.5071,2.473,2.4517,2.437,2.4265,2.4234,2.431,2.4179,2.3602,2.2985
2320,2022-03-31,1.9466,2.5534,2.653,2.5978,2.5229,2.48,2.4523,2.43,2.4144,2.4065,2.3997,2.3809,2.3185,2.2529
2321,2022-04-01,2.0205,2.6683,2.7683,2.7035,2.6159,2.558,2.5192,2.4884,2.4645,2.4485,2.4096,2.375,2.3011,2.2263
2322,2022-04-04,2.0033,2.636,2.7331,2.6771,2.5965,2.544,2.5054,2.479,2.4573,2.4435,2.4144,2.3818,2.3092,2.2348
2323,2022-04-05,2.0739,2.7275,2.8355,2.8009,2.7399,2.6927,2.6571,2.6292,2.6073,2.5918,2.558,2.5179,2.4403,2.3628
2324,2022-04-06,2.0749,2.7021,2.8116,2.7785,2.7315,2.7002,2.6802,2.6648,2.6503,2.6428,2.618,2.578,2.499,2.4205
2325,2022-04-07,2.0814,2.7032,2.8074,2.79,2.7574,2.7367,2.7226,2.7115,2.7015,2.6971,2.6787,2.6413,2.5629,2.4838
2326,2022-04-08,2.1173,2.766,2.8724,2.8527,2.818,2.7994,2.787,2.7738,2.7639,2.758,2.7438,2.706,2.6256,2.5472
2327,2022-04-11,2.1204,2.7561,2.8741,2.8724,2.8568,2.8513,2.8514,2.848,2.8461,2.8472,2.8457,2.81,2.729,2.6485
2328,2022-04-12,2.0803,2.6624,2.7613,2.7578,2.7475,2.749,2.7545,2.7599,2.7649,2.7725,2.7973,2.774,2.7033,2.6286
2329,2022-04-13,2.0754,2.6123,2.7062,2.7142,2.7141,2.718,2.7277,2.734,2.7419,2.7522,2.7854,2.7695,2.7027,2.6318
2330,2022-04-14,2.1405,2.712,2.8207,2.8284,2.839,2.841,2.8491,2.8568,2.8647,2.8788,2.8983,2.875,2.8014,2.7247
2331,2022-04-18,2.1368,2.7156,2.8241,2.8386,2.8432,2.8567,2.8705,2.8814,2.8905,2.9015,2.9153,2.8823,2.8031,2.7199
2332,2022-04-19,2.2244,2.846,2.9685,2.9829,2.9818,2.9845,2.9897,2.9935,2.9964,3.0019,3.005,2.9656,2.8818,2.7956
2333,2022-04-20,2.2513,2.8391,2.944,2.9399,2.9214,2.9071,2.8975,2.8895,2.8842,2.8849,2.8821,2.8419,2.7576,2.6711
2334,2022-04-21,2.3727,2.9706,3.0705,3.0603,3.0337,3.011,2.993,2.9783,2.9663,2.9611,2.9423,2.8949,2.8059,2.714
2335,2022-04-22,2.427,2.9615,3.0403,3.022,2.9925,2.978,2.9672,2.9575,2.952,2.9518,2.946,2.9031,2.8149,2.7237
2336,2022-04-25,2.4025,2.9153,2.9848,2.9596,2.9215,2.9011,2.888,2.8779,2.8719,2.8719,2.8749,2.8363,2.7511,2.6628
2337,2022-04-26,2.337,2.787,2.8475,2.834,2.8073,2.7941,2.7872,2.7825,2.7803,2.7845,2.8043,2.772,2.6904,2.606
2338,2022-04-27,2.3916,2.883,2.956,2.9372,2.912,2.9053,2.8997,2.8989,2.9003,2.9048,2.9199,2.8831,2.7983,2.709
2339,2022-04-28,2.4506,2.9348,2.9963,2.9764,2.9462,2.9306,2.9225,2.9174,2.9141,2.9173,2.9211,2.878,2.7871,2.695
2340,2022-04-29,2.5563,3.0465,3.1097,3.0833,3.055,3.04,3.0317,3.0254,3.021,3.0237,3.022,2.9754,2.8815,2.7853
2341,2022-05-02,2.5439,3.0605,3.1398,3.1247,3.1026,3.0878,3.0778,3.0701,3.0639,3.0649,3.0538,3.001,2.9008,2.8006
2342,2022-05-03,2.5825,3.096,3.1632,3.1406,3.1134,3.0928,3.0761,3.0638,3.0545,3.052,3.0353,2.9815,2.879,2.7767
2343,2022-05-04,2.5135,2.9902,3.0536,3.0379,3.019,3.0155,3.0177,3.017,3.019,3.0265,3.0361,2.994,2.8995,2.8018
2344,2022-05-05,2.534,3.04,3.115,3.1051,3.092,3.0919,3.0956,3.0981,3.1005,3.1077,3.1185,3.0715,2.9701,2.8668
2345,2022-05-06,2.5456,3.0548,3.1372,3.1516,3.1579,3.1646,3.1744,3.179,3.1863,3.195,3.2135,3.1715,3.071,2.9682
2346,2022-05-09,2.4302,2.8865,2.9674,2.9861,3.0061,3.0249,3.0463,3.0595,3.0733,3.0885,3.1236,3.0877,2.9848,2.8801
2347,2022-05-10,2.467,2.9007,2.9674,2.97,2.976,2.9948,3.0122,3.0261,3.0381,3.0545,3.1028,3.0732,2.9703,2.8647
2348,2022-05-11,2.5026,2.9219,2.9775,2.9676,2.956,2.9627,2.9713,2.9777,2.9835,2.9963,3.0357,3.003,2.8985,2.7921
2349,2022-05-12,2.4835,2.848,2.8897,2.8862,2.8835,2.893,2.9045,2.9143,2.9239,2.9403,2.9985,2.9774,2.8826,2.7822
2350,2022-05-13,2.5086,2.8735,2.9155,2.9185,2.921,2.9373,2.9524,2.9666,2.9796,2.998,3.0594,3.0389,2.9456,2.8469
2351,2022-05-16,2.5108,2.8565,2.881,2.8697,2.8694,2.884,2.9011,2.9179,2.934,2.9551,3.0373,3.03,2.9442,2.8522
2352,2022-05-17,2.581,2.9809,3.0225,3.0103,3.0012,3.0075,3.0163,3.0256,3.0356,3.0542,3.1258,3.1138,3.0244,2.9284
2353,2022-05-18,2.5755,2.9465,2.9755,2.9516,2.932,2.9286,2.9298,2.9337,2.9394,2.9535,3.0146,2.9943,2.9036,2.8081
2354,2022-05-19,2.57,2.9035,2.9135,2.8932,2.879,2.8757,2.8788,2.8845,2.8913,2.9077,2.9705,2.959,2.8762,2.7891
2355,2022-05-20,2.5619,2.87,2.868,2.8444,2.8282,2.8235,2.8222,2.8233,2.8268,2.8425,2.8991,2.885,2.8044,2.7183
2356,2022-05-23,2.5908,2.9136,2.9229,2.9044,2.89,2.8848,2.8828,2.8842,2.8884,2.9025,2.957,2.9423,2.8644,2.7811
2357,2022-05-24,2.5132,2.7948,2.7975,2.7795,2.7698,2.7704,2.7736,2.7808,2.7908,2.8085,2.8758,2.868,2.7952,2.7173
2358,2022-05-25,2.5026,2.7821,2.7856,2.7682,2.7582,2.7628,2.7706,2.7804,2.7937,2.8142,2.8913,2.8859,2.8153,2.7389
2359,2022-05-26,2.5155,2.7915,2.7944,2.7743,2.7615,2.7673,2.7775,2.7885,2.8024,2.8247,2.9082,2.906,2.8375,2.7615
2360,2022-05-27,2.525,2.8084,2.8147,2.789,2.768,2.772,2.7808,2.7871,2.8008,2.8182,2.8965,2.892,2.8208,2.7445
2361,2022-05-31,2.6167,2.894,2.8959,2.8786,2.8677,2.8739,2.8822,2.8936,2.9081,2.93,3.005,2.9929,2.9177,2.8362
2362,2022-06-01,2.6803,2.9979,2.9993,2.9757,2.9563,2.9535,2.9527,2.9559,2.9637,2.98,3.038,3.016,2.9332,2.846
2363,2022-06-02,2.688,3.0016,3.0008,2.9752,2.9567,2.957,2.9584,2.9631,2.9727,2.9894,3.0577,3.0406,2.9573,2.8707
2364,2022-06-03,2.7092,3.0321,3.0303,3.0036,2.9827,2.9833,2.9853,2.9907,2.9998,3.0175,3.0789,3.0575,2.9688,2.876
2365,2022-06-06,2.7487,3.1005,3.1196,3.1014,3.0889,3.0918,3.0954,3.1013,3.1116,3.1296,3.1994,3.1786,3.0875,2.9947
2366,2022-06-07,2.7479,3.0897,3.0992,3.0685,3.042,3.0362,3.0348,3.0347,3.0433,3.0567,3.122,3.0986,3.0079,2.9144
2367,2022-06-08,2.7818,3.1284,3.138,3.1075,3.0817,3.0755,3.0726,3.073,3.0813,3.0949,3.16,3.1367,3.0477,2.9553
2368,2022-06-09,2.8404,3.1867,3.1865,3.1505,3.1193,3.1081,3.1006,3.099,3.1015,3.1139,3.1641,3.1312,3.0367,2.9412
2369,2022-06-10,3.075,3.4463,3.4314,3.3644,3.3007,3.2682,3.2448,3.2281,3.2215,3.2215,3.2319,3.1743,3.0641,2.9557
2370,2022-06-13,3.399,3.7345,3.6782,3.5935,3.5291,3.493,3.4681,3.4475,3.4373,3.4356,3.423,3.3483,3.2224,3.1003
2371,2022-06-14,3.5,3.7981,3.7584,3.6912,3.637,3.606,3.5798,3.5591,3.5462,3.542,3.5141,3.4251,3.2862,3.1542
2372,2022-06-15,3.3789,3.586,3.5246,3.4573,3.4106,3.3832,3.3624,3.3488,3.3435,3.3459,3.3561,3.2885,3.1653,3.0475
